mytv,#genre#
云南 Ⅰ 西双版纳2,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel3/playlist.m3u8
云南 Ⅰ 迪庆综合,http://stream01.dqtv123.com:1935/live/xinwenzonghe.stream/playlist.m3u8
云南 Ⅰ 普洱综合,http://hwzbout.yunshicloud.com/701aec/orx377.m3u8
云南 Ⅰ 马关电视,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel12/playlist.m3u8
云南 Ⅰ 麻栗坡台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8
四川 Ⅰ 巴中公共,https://30814.hlsplay.aodianyun.com/lms_30814/tv_channel_247.m3u8
福建 Ⅰ 福州影视,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
福建 Ⅰ 厦门第一,http://cctvtxyh5ca.liveplay.myqcloud.com/cstv/xiamen1_2/index.m3u8
福建 Ⅰ 福州综合,http://live.zohi.tv/video/s10001-FZTV-1/index.m3u8
福建 Ⅰ 福州生活,http://live.zohi.tv/video/s10001-shpd-3/index.m3u8
